,wgEncodeBroadHmmHuvecHMM.count,GDI_Score,betamax,Muscle - Skeletal_GTExTPM,Minor Salivary Gland_GTExTPM,Liver_GTExTPM,Kidney - Medulla_GTExTPM,Pituitary_GTExTPM,Testis_GTExTPM,Pancreas_GTExTPM,Adrenal Gland_GTExTPM,Brain - Amygdala_GTExTPM,Cells - Cultured fibroblasts_GTExTPM,Cells - EBV-transformed lymphocytes_GTExTPM,mousescore_Exomiser,fishscore_Exomiser,humanscore_Exomiser,HIPred,pLI_ExAC,SDI,Testis_GTExFC,SignalValue_H3k4me1_median,Pituitary_GTExFC,Small_Intestine_Terminal_Ileum_GTExFC,RVIS_Score,Prostate_GTExFC,Brain_Frontal_Cortex_BA9_GTExFC,Brain_Cortex_GTExFC,Brain_Hypothalamus_GTExFC,Brain_Nucleus_accumbens_basal_ganglia_GTExFC,Colon_Transverse_GTExFC,Skin_Not_Sun_Exposed_Suprapubic_GTExFC,Brain_Caudate_basal_ganglia_GTExFC,`Brain_Spinal_cord_cervical_c-1`_GTExFC,Brain_Anterior_cingulate_cortex_BA24_GTExFC,Skin_Sun_Exposed_Lower_leg_GTExFC,Brain_Cerebellum_GTExFC,Nerve_Tibial_GTExFC,Breast_Mammary_Tissue_GTExFC,Brain_Hippocampus_GTExFC,Brain_Cerebellar_Hemisphere_GTExFC,Brain_Substantia_nigra_GTExFC,Colon_Sigmoid_GTExFC,Ovary_GTExFC,Stomach_GTExFC,Lung_GTExFC,Artery_Coronary_GTExFC,Brain_Putamen_basal_ganglia_GTExFC,BPlabel_encoded
68,1.0,1989.4713100000001,0.17941899999999988,66.2081,84.124,15.3251,21.5652,68.3041,46.0483,29.7655,43.2496,17.4183,45.9828,16.9767,0.0,0.0,0.0,0.519577324,0.17189188075381398,3.55585587,-0.19200799999999998,7.94672,-0.24672,-0.113267,0.96,-0.403337,0.466783,0.13658800000000001,0.070288,-0.21683200000000002,-0.172432,0.160777,0.535308,0.148087,-0.107466,0.094104,0.135346,0.089155,-0.092177,0.08488,0.21044200000000002,-0.20144,0.2526,-0.33126700000000003,-0.54879,-0.078058,-1.091373,0.142097,3
69,460.0,105.54791999999999,-0.2536,1.7366700000000002,5.73781,4.98674,7.1364600000000005,8.30294,6.77435,3.7584800000000005,5.33146,2.4556400000000003,4.62784,8.675419999999999,0.0,0.0,0.0,0.170952082,0.0102090578324751,1.86907763,0.176259,9.078610000000001,-0.543246,-0.131497,0.24,-0.329464,-1.3471629999999999,0.6831729999999999,-1.1636819999999999,-0.191229,0.258877,0.487428,0.741258,-0.7400979999999999,0.622263,0.485709,0.9118629999999999,-0.16604000000000002,0.346528,-0.835933,1.047026,-0.301029,0.48690100000000003,0.27721599999999996,-0.230174,0.519059,0.13633299999999998,0.525451,3
70,21.0,1301.92267,0.3745,37.6709,0.32771500000000003,2.36737,0.709074,54.1038,2.557,0.83115,0.278357,38.9539,0.18279,0.183398,0.431381082,0.0,0.0,0.736296356,0.468620194092365,9.88779187,0.7700140000000001,7.60617,0.40715100000000004,-0.509245,-0.62,-6.6438559999999995,0.18349000000000001,0.147283,0.22413400000000003,0.16295,0.347742,-0.402096,0.150116,-0.790441,0.189685,-0.58255,0.087438,-0.088524,2.6906209999999997,0.084455,0.12323699999999999,0.386336,-0.214231,0.7164149999999999,0.745999,1.458821,-1.937011,0.244587,1
71,25.0,65.69716,-0.4737,4.42593,15.2294,6.3771,10.5212,19.525,23.9533,7.17265,17.5371,8.40506,35.8596,41.6541,0.0,0.0,0.0,0.661956608,0.999927001146307,11.6844728,0.061225999999999996,5.93494,0.126647,0.089517,-1.04,0.133427,0.27516799999999997,0.07826799999999999,-0.075449,0.223566,0.09160800000000001,0.14790699999999998,-0.081333,-0.395807,-0.291509,0.10414000000000001,0.05206,0.133366,0.102271,0.149766,-0.177636,0.20264300000000002,0.11519000000000001,0.109029,0.086221,0.113726,0.095466,-0.100896,3
72,149.0,1917.4811399999999,-0.3541,4.3688400000000005,6.46368,4.27798,11.2859,28.27,27.4466,7.55325,12.9917,5.38834,5.06358,5.59133,0.396248826,0.0,0.0,0.669261694,0.0031939556719064,5.52376604,-0.127439,9.29424,0.222165,0.46796099999999996,0.82,0.48898800000000003,-0.380205,0.153392,0.17178,0.129589,0.37337800000000004,-0.840511,0.49095900000000003,0.26598499999999997,0.386135,-0.145565,0.173524,0.327354,0.42136599999999996,0.137382,0.16785899999999998,0.222874,0.41021899999999994,0.597375,0.45470299999999997,0.35905,0.272856,0.110679,2
73,109.0,804.1747799999999,0.4873,85.3963,66.4994,21.3231,44.5983,39.0108,59.966,13.2045,40.0837,8.586960000000001,93.9037,39.3169,0.0,0.0,0.0,0.429466158,1.55575755785131e-06,2.93496915,0.151473,7.65635,0.13012200000000002,0.233418,0.71,0.22501,0.265138,0.328344,0.30031399999999997,0.318309,0.30177800000000005,-0.192908,0.31606100000000004,0.43950200000000006,0.26269499999999996,-0.169337,0.24128400000000003,0.40409,0.301174,0.414017,-0.22570500000000002,0.337455,0.36332600000000004,0.425274,0.260669,0.335622,0.328002,0.39955,1
74,155.0,11.5877,0.1871,34.4387,56.4558,4.908869999999999,11.8758,6.35668,21.4049,6.4867099999999995,6.28175,4.2653099999999995,889.862,3.8993900000000004,0.788155246,0.0,0.869202136,0.7691657540000001,0.0187079719750825,23.41984427,-1.0359479999999999,7.96358,-1.7330150000000002,-0.55095,-0.32,-0.992186,-0.4399,-0.752038,1.6695939999999998,-0.614919,-0.24663800000000002,0.083727,1.398368,-0.42989799999999995,-0.764119,-0.127221,-0.6341939999999999,-0.141298,-0.435721,0.505429,-0.45298900000000003,1.036476,0.18107,1.3296620000000001,0.493461,0.40431100000000003,0.90484,-0.5275350000000001,2
75,41.0,1294.94009,-0.4295,0.21503899999999998,2.71505,0.413393,6.26007,42.1044,96.3852,1.02029,26.6844,7.35814,7.81521,16.0634,0.0,0.0,0.0,0.186891869,1.16806309975737e-05,5.0862045977,-0.22807199999999997,8.03481685,-0.45426700000000003,1.0602719999999999,1.84,-2.266105,-0.306911,-0.275445,-0.9216770000000001,-1.823533,-0.350403,-1.5247190000000002,-0.236853,-0.576076,-0.231954,-1.0760020000000001,-0.335386,-0.26826500000000003,-0.346884,-0.24032199999999998,0.291402,-0.44366700000000003,-0.297588,0.834181,-0.302786,-0.25801799999999997,-0.356427,-0.348661,3
76,211.0,435.38052000000005,-0.4933,0.0,0.0473853,0.0103568,0.0485366,1.0724,1.01452,3.6529599999999998,0.0973834,6.25615,0.0,0.0,0.5283317679999999,0.0,0.0,0.42101231200000006,9.67009048154741e-05,1.98266541,0.687974,6.9782490999999975,0.6960350000000001,-3.081698120000003,-0.27,-6.6438559999999995,0.190975,-0.30233899999999997,-1.287642,-1.6101450000000002,-0.7311489999999999,-1.2252129999999999,-1.182166,-0.733626,1.054111,-1.477255,-0.27574099999999996,2.361098,0.8699610000000001,0.43828599999999995,-0.345427,-1.021415,-6.6438559999999995,1.031933,-0.225421,-0.652983,-1.4048530000000001,2.222629,2
77,1166.0,11.550999999999998,0.467,1.39123,44.5032,25.7132,30.299,40.9923,5.175590000000001,18.3763,27.445,13.8482,202.003,5.42097,0.0,0.0,0.957427108,0.830946863,0.23818636176752198,8.79295894,0.155825,7.95173,0.7165560000000001,0.313139,-0.32,-1.1210790000000002,0.514159,0.610646,-0.510897,0.6889350000000001,0.374767,0.233483,-0.404567,1.74151,-0.481138,0.151279,-0.502458,-0.227202,-0.45226400000000005,1.0365520000000001,-0.249033,0.664619,0.976133,1.74955,0.839783,-0.808286,-1.268833,0.626871,1
78,310.0,38.51875,-0.3526,1.3113299999999999,2.20333,0.38538,1.87401,1.99122,28.5434,0.82362,7.95735,1.8285,6.49349,25.6696,0.0,0.0,0.0,0.684597015,0.268926805475888,6.62521728,-0.070162,3.6389699999999996,-3.058003,0.908164,-0.36,-0.33007800000000004,0.16294,0.130718,-0.199028,-0.5770569999999999,-0.245257,0.768883,0.258444,-1.443589,-0.25881,0.775848,-0.198161,-1.483858,-0.230223,-0.898243,0.598741,0.342568,-0.24680500000000002,-0.52272,-0.31635,-0.300618,-0.524667,-0.209152,3
79,15.0,19.37612,-0.2075,0.0400276,0.311958,0.122681,0.265446,0.22978800000000002,0.454875,0.0727694,0.32263000000000003,0.0360517,0.0,1.87789,0.0,0.0,0.0,0.11190837599999999,0.0006391178022634,1.98266541,-3.8233309999999996,8.127897599999999,0.423567,0.9279999999999999,0.13,0.527618,-2.570536,-2.1767950000000003,1.192532,-0.8764331199999998,0.715396,0.5814630000000001,-2.50800624,-6.6438559999999995,-0.7420596099999999,0.5041,-1.21468239,1.2345540000000002,-6.6438559999999995,0.830174,-0.3691862099999999,2.891828,-6.6438559999999995,-6.6438559999999995,-0.559764,-0.280808,-0.5196029999999999,-0.3384241900000001,4
80,99.0,147.30048,-0.2618,6.785589999999999,3.0737900000000002,0.125581,3.1341200000000002,0.420408,1.77645,0.0622211,0.5882149999999999,4.14881,25.6479,0.059422,0.363622861,0.0,0.0,0.5535286660000001,0.217594377239137,14.88905883,0.316181,9.30916,1.020385,1.177951,0.31,-0.5755560000000001,0.225813,-0.16356099999999998,1.2041389999999998,-1.051291,0.419937,-0.246241,-0.281042,0.49062700000000004,-1.320466,0.196475,0.404302,0.19249000000000002,0.9376459999999999,-0.263463,0.7146399999999999,-6.6438559999999995,-0.375096,-1.799284,-0.6131770000000001,-0.21454499999999999,1.275936,-0.281765,3
81,81.0,656.55651,0.373,4.65965,5.80662,1.9184,3.9853,5.2693900000000005,7.48491,2.67561,3.68508,1.72363,7.35348,12.3475,0.0,0.0,0.0,0.48830753600000004,0.577650480843115,4.70997211,-0.13864400000000002,8.29593,-0.102351,-0.178921,-0.58,-0.11551700000000001,0.254913,-0.21805100000000002,-0.093559,-0.153044,0.14033099999999998,-0.135071,0.131855,-0.18574300000000002,-0.166527,-0.127412,-0.15667899999999998,-0.10563099999999999,0.275503,-0.5242020000000001,-0.12762,-0.168318,0.27559,0.581276,-0.618631,-0.09299099999999999,0.233398,0.198248,2
82,30.0,899.40808,0.3491,118.116,74.9705,54.2047,73.9984,127.376,73.9433,44.0733,65.3594,12.3837,375.17699999999996,228.96900000000002,0.0,0.0,0.0,0.581228554,0.0272025507564846,8.44786072,0.195082,9.63636,-0.184652,1.782823,0.46,1.224832,0.402766,1.46018,-1.160669,-0.421202,0.923207,-0.131867,0.578075,1.849184,-0.997811,-0.42264799999999997,0.608183,0.10655999999999999,0.2474,0.508463,-0.562339,-0.924319,0.356761,-0.32449,-0.254728,0.144101,0.872475,-1.398883,2
83,124.0,3228.09595,0.2944,2.15122,9.42215,5.99015,9.67145,29.6499,59.4449,10.1224,9.81351,6.1574800000000005,17.2808,11.1122,0.0,0.0,0.957427108,0.396241546,9.668792253044667e-18,8.67033304,-0.15296400000000002,10.4058,0.14139200000000002,0.13636600000000001,0.09,0.12504500000000002,0.132439,0.135482,0.09439299999999999,0.095514,0.14235799999999998,-0.060034000000000004,0.09174600000000001,0.316864,0.17023,0.076774,0.28160999999999997,0.043169,0.076075,-0.149822,0.277378,-0.21646100000000001,0.108926,0.151193,0.129157,0.103372,0.138953,0.144183,3
84,230.0,579.86625,-0.3159,1.59049,41.8648,1114.93,20.9592,18.9582,3.1872,16.1382,12.1605,2.85035,10.2186,0.33965100000000004,0.0,0.0,0.957427108,0.33202049100000003,0.0009788594124966,4.7073544,0.328403,8.538210000000001,-0.5619,-1.1406370000000001,1.64,-1.63884,1.488432,1.324236,0.815696,-0.262989,-0.747575,-0.626681,-0.44605500000000003,-0.263997,0.6448550000000001,-0.5412939999999999,-0.5665140000000001,0.257709,0.961434,-0.514328,0.76015,-0.740007,-0.564124,-1.279628,-1.460046,-1.370981,-1.215169,0.670643,3
85,280.0,36.30666,0.5709,4.9810099999999995,49.411,19.4902,15.9243,24.9136,119.375,16.4157,30.3638,21.8036,9.37386,23.6826,0.0,0.0,0.0,0.72829324,0.787088146901824,0.0,-0.126712,9.312999999999999,-0.212567,0.411125,-0.43,0.44763000000000003,0.168206,-0.139424,-0.15432200000000001,0.5225350000000001,0.129746,-0.087012,-0.193879,-4.273598000000001,-0.431777,-0.26825,-1.2938379999999998,-0.125702,0.5452319999999999,0.482108,-0.284553,-1.9195490000000002,0.43144899999999997,-0.684876,0.165678,0.178393,0.253042,1.0333219999999999,2
86,494.0,63.5868,0.4323,0.00516141,0.00797711,0.165656,0.00174857,0.0377295,0.65622,0.00895239,0.0161469,0.156805,0.20530199999999998,0.00593692,0.5283317679999999,0.0,0.0,0.5640559789999999,0.0058705936126482,11.91440126,0.534988,7.83634,0.1469950199999999,-6.6438559999999995,0.19,2.1259069999999998,2.032652,0.853902,0.539474,-6.6438559999999995,-4.427492,0.19842185000000004,-2.519718,-6.6438559999999995,-1.2149940000000001,0.20158965,-0.8777290000000001,-0.6679749599999998,0.04591901999999999,-6.6438559999999995,2.465627,-4.3693029999999995,-0.262816,2.172883,-0.587965,2.040713,-6.6438559999999995,-0.6141810000000001,3
87,86.0,25.110310000000002,0.2926,46.7842,42.8068,7.8959600000000005,263.018,169.03400000000002,418.73900000000003,28.9984,101.29,740.1239999999999,13.4365,14.2611,0.0,0.0,0.0,0.875350475,0.85084546139957,6.95230661,0.0943,10.831,0.47129399999999994,1.374962,-0.41,0.515523,0.096277,0.21989899999999998,0.11593900000000001,0.5030939999999999,0.251278,0.714536,0.096624,-0.142102,0.111331,0.620869,0.05574400000000001,-0.21560900000000002,-0.901291,1.007919,0.126413,-0.22481399999999999,0.5693779999999999,0.45211,0.18549000000000002,0.207325,1.536892,0.087885,3
88,18.0,371.5394,0.3012,7.74102,11.6507,8.4081,12.950999999999999,35.3001,38.8683,5.55574,17.9895,14.2754,14.7523,18.5344,0.0,0.0,0.0,0.575333595,0.16397419129318697,2.93429059,-0.277437,9.22485,-0.10313299999999999,0.24488600000000002,-1.57,-0.194903,0.497229,0.095092,0.276293,0.186687,0.155842,0.15112799999999998,0.217495,0.261903,0.107227,0.17255399999999999,-0.221944,0.183839,0.1786,-0.30613,0.16476400000000002,-0.136826,0.125877,-0.796888,0.123703,0.18642999999999998,0.148308,0.14663900000000002,1
89,1.0,1257.0747199999998,-0.06860900000000003,0.375859,2.91657,0.09893489999999999,293.026,29.3917,10.7573,2.03455,2.67652,0.100634,0.0365795,0.32816999999999996,0.853179975,0.0,0.0,0.13934290400000002,2.7492765910306195e-14,2.89489364,-0.296521,8.4625241,-0.929617,-6.6438559999999995,1.54,0.851226,-1.073713,-1.257155,-1.117992,-1.396128,1.9758349999999998,-1.651891,-1.015007,-1.969337,-1.3509520000000002,-1.068792,-2.21767,-1.0431290000000002,1.229697,-1.058188,-2.828286,-1.434408,2.039688,-0.8240709999999999,-0.596719,-6.6438559999999995,-0.714916,-1.326753,2
90,61.0,702.63417,-0.5387,7.42245,6.96277,2.6642900000000003,4.45366,10.7832,14.5914,2.91941,6.68595,3.66137,11.6954,6.25185,0.5040940970000001,0.0,0.0,0.757599056,0.9984796505152379,6.46145605,0.096578,7.8260000000000005,0.483828,0.291511,-0.53,0.343965,0.07575,-0.094362,-0.276434,0.16677899999999998,0.13476300000000002,0.17444500000000002,-0.169004,-0.140097,0.175602,0.155995,-0.239184,0.141239,0.117682,-0.118717,-0.172176,0.256024,0.055289,0.155595,0.112996,0.157092,0.13845,0.288781,2
91,8.0,13.65731,0.1981,0.43019300000000005,7.11475,0.493971,1.9342700000000002,1.2370700000000001,3.6116800000000002,0.8844559999999999,4.662669999999999,1.64451,1.48958,0.537801,0.0,0.0,0.0,0.28995356,0.347229317263347,1.96195718,-0.297516,4.14163,1.2197040000000001,2.9668490000000003,-0.08,0.378668,0.9995719999999999,0.589845,-6.6438559999999995,-0.20675900000000003,-0.318889,-0.18895,-0.22778299999999999,0.585191,1.148323,0.47676499999999994,-0.7963210000000001,0.223636,1.473649,0.8700190000000001,0.543089,-6.6438559999999995,0.496775,2.1804360000000003,1.169357,-0.7716310000000001,2.239681,1.029876,4
92,66.0,215.89597999999998,-0.2298,2.1034599999999997,0.9673700000000001,0.5664399999999999,0.47349399999999997,0.8398049999999999,4.20784,0.35254800000000003,0.86415,0.8207260000000001,1.9395900000000001,1.44676,0.0,0.0,0.0,0.26269474600000003,0.0003492522085972,3.94830677,0.59969,9.8233,0.678289,1.485537,0.42,0.816854,-0.47603199999999996,0.361334,0.791484,1.255387,0.48756000000000005,1.078483,-1.005708,-0.339093,0.33478800000000003,0.451949,0.456984,0.547243,0.7503920000000001,-1.482964,0.36504000000000003,-2.198544,0.5801270000000001,0.8332709999999999,0.669974,0.712241,1.7008560000000001,0.65884,2
93,251.0,2197.61027,0.3962,1.3657,10.0662,13.4326,27.6496,5.85349,1.48106,11.0766,40.6298,2.3837,2.82842,0.025345,0.0,0.0,0.0,0.233205885,0.0121973641922403,0.0,-0.160421,7.12955,-0.677871,1.296812,0.41,-0.777238,-3.298035,0.318325,0.25200300000000003,0.2769,-0.114095,-0.683513,0.24476599999999998,-1.216862,0.39555300000000004,-0.293471,0.36789099999999997,-0.11838599999999999,0.18352000000000002,0.223476,-0.40271999999999997,0.37924,-0.2235,-0.371515,0.08844500000000001,-0.464258,0.547457,0.185695,3
94,10.0,50.21273,-0.3655,0.8530780000000001,6.2274199999999995,0.20692399999999997,1.18812,7.90861,0.520784,0.31363800000000003,4.8316099999999995,0.285588,170.483,0.10595399999999999,0.0,0.0,0.0,0.418466419,0.0381673646294114,4.89372234,-0.193429,5.93072,-2.399747,0.21343299999999998,-1.46,-1.177443,-1.137722,-6.6438559999999995,-6.6438559999999995,-6.6438559999999995,0.541637,0.39167399999999997,1.738303,-2.2272060000000002,-0.8428680000000001,-0.22346799999999997,-6.6438559999999995,0.242116,-0.521846,1.441152,-2.0905150000000003,-6.6438559999999995,0.28770500000000004,1.020086,2.185429,-0.9582200000000001,0.625779,-5.426312,3
95,72.0,6992.13025,0.8927,0.341075,0.728949,347.11199999999997,0.8295620000000001,1.20878,12.4928,0.46675,0.487505,1.2864799999999998,14.3421,1.28275,0.0,0.0,0.0,0.698162794,0.0833573677195577,5.64448814,-0.087549,4.18145,0.458873,-0.483245,-0.63,-2.144978,0.29786599999999996,0.331335,0.907868,-0.48213199999999995,0.327414,0.254231,0.495184,3.4284,-0.42898500000000006,0.393318,0.469869,0.252735,0.474404,0.318804,-0.536046,0.902013,0.368142,-2.554696,0.35453,0.293962,0.34172600000000003,0.533852,3
96,275.0,30.64753,0.515,1.28041,4.42862,0.351006,2.48122,1.14527,0.613246,1.01401,0.444489,4.0561,1.7902900000000002,1.32549,0.0,0.0,0.0,0.746013939,0.989844564730837,1.99049944,0.696484,7.7930600000000005,-3.4350949999999996,0.37711500000000003,-0.67,-2.2724349999999998,0.19724,-0.18414,0.98775,0.263691,0.31789,-0.16583,-0.27401,1.7048159999999999,0.21410700000000002,-0.5539069999999999,0.23036900000000002,-0.19029300000000002,-1.372894,0.207675,0.273719,-0.23536999999999997,-6.16792,-2.553513,-0.7358439999999999,0.842881,1.0438379999999998,0.534347,3
97,84.0,1311.19681,-0.175,0.0,0.0309397,0.0,0.010334999999999999,0.027005599999999998,7.00215,0.0375305,0.0,0.0191211,0.0,0.0,0.021939157380000004,0.0,0.040912010179999986,0.23494173142,0.027805151752847816,2.8794972684999998,0.676946,7.889747599999995,0.8374426299999995,-1.4518087900000003,1.1263999999999994,-0.03109273000000005,0.3593277299999999,0.14419157999999993,-6.6438559999999995,-0.19080800000000006,-0.8516060999999999,-0.2610938900000003,-2.20243095,-1.2336618000000001,-1.6580309999999998,-0.21106982,0.5497310000000001,0.38111,0.4836769500000002,-1.860012949999999,0.515884,-1.50651425,-3.132014300000001,1.100968,-0.2842936700000001,-0.3772679700000003,-2.42033084,0.3618986500000001,4
98,1.0,840.47456,0.16780199999999998,25.499892799999994,32.4998509,15.436105149999998,31.736442699999994,30.14812899999999,46.76336200000002,13.960652500000005,32.10836400000001,15.437786999999998,61.614937999999974,41.62572766000003,0.03912715858,0.0,0.0,0.6062874366900003,0.3982877682949901,4.528866502900001,-0.00531563,8.368702299999997,-0.06519265999999999,-0.0054867899999999975,-0.3346000000000002,0.07875692,-0.00437487,0.06326724999999997,0.01879602999999999,0.05924863000000001,-0.00334268,-0.06071098,0.03975942999999999,0.06984733999999998,-0.07614524000000003,-0.009742259999999992,0.06082442,0.02904676999999999,-0.006066009999999999,0.11976891000000002,0.03714467000000001,0.023046289999999983,-0.01599461,-0.00955127,-0.005805509999999997,-0.003799840000000008,-0.1721964899999999,-0.05553642000000001,4
99,62.0,179.81605,-0.1597,21.993530699999994,28.965984000000013,14.67484845,28.521278699999986,28.81648449999999,44.2493295,13.601985700000007,31.07819400000001,15.022468299999998,45.40583990000001,41.92086800000001,0.01853434899,0.0,0.0,0.6426846959899999,0.4681827522455904,4.8851158327999995,-0.02899698,8.263429999999996,-0.032723149999999986,0.019030519999999967,-0.3056999999999999,0.04861862999999999,0.04739683999999999,0.02537552000000002,-0.019415919999999996,0.03877891999999998,-0.03959813999999999,-0.08316772,-0.0018352299999999887,-0.0061613999999999905,-0.10769152999999994,-0.037946820000000006,0.04188408000000001,-3.228999999999996e-05,0.0022896,0.08311322999999997,0.03077393000000002,-0.03040202,-0.03563613999999998,0.02694264,0.01207474,-0.017023189999999994,0.07670717999999999,-0.07961871000000001,4
100,1.0,5.42256,-0.04400400000000003,9.61935,9.06451,0.7440319999999999,11.2632,8.88177,7.89733,2.28993,11.8108,4.35124,11.4628,0.465871,0.0,0.0,0.0,0.39625853299999997,0.138254693826932,1.70705006,-0.111426,10.53455,0.786301,-1.303305,-0.1071,-1.591081,-2.985417,0.23396199999999998,0.7102609999999999,-0.548357,-1.77715,0.7226640000000001,0.487262,0.345526,0.528463,0.161375,-0.615888,0.264201,-0.47130500000000003,-0.688346,0.358921,0.278459,-0.704756,0.716758,-0.437119,-0.196161,0.46221899999999994,-0.360514,2
101,65.0,10.253639999999999,-0.5576,35.0415,119.41,33.9225,76.8584,82.0465,62.6791,36.3235,105.39299999999999,44.9305,166.899,72.8449,0.38962596200000005,0.0,0.0,0.7829608920000001,0.999812749503708,37.57141285,-0.035311,3.18948,0.17372,0.366693,-0.58,0.359185,0.148224,0.065452,0.167468,0.09304,0.08090900000000001,-0.059405999999999994,0.14268599999999998,0.207141,0.11445899999999999,0.059978,-0.27789899999999995,0.100863,-0.31802199999999997,0.162139,-0.47765799999999997,0.451874,0.12100599999999999,0.526144,0.15888,-0.11580499999999999,-0.277855,0.16307,2
102,55.0,350.77826,-0.5502,0.0200648,0.179242,0.19893,0.158683,0.265705,6.4103,0.19833399999999998,4787.34,0.0386169,0.033009699999999996,0.0788225,0.9306270059999999,0.0,0.957427108,0.132359073,0.0014339318816204,1.6697435,0.25354099999999996,6.945758899999998,-2.3016669999999997,1.7218740000000001,-1.19,4.073819,2.2478759999999998,-6.6438559999999995,-6.6438559999999995,-1.821252,-2.517421,2.242977,-2.39529,1.6510259999999999,-6.6438559999999995,-6.6438559999999995,3.3371519999999997,-1.619486,4.054573,-3.7086589999999995,-6.6438559999999995,3.974244,-6.6438559999999995,-6.6438559999999995,4.097321,0.9914,-1.539999,-1.395521,2
103,17.0,295.69785,-0.3979,0.0,0.0,0.00948479,0.0,0.0,0.191225,0.0,89.3696,0.0,0.0,0.0,0.826392613,0.0,0.957427108,0.11190837599999999,3.9271805272805105e-13,1.6697435,0.592445,8.36267985,-0.63449708,-1.1260393199999996,0.56,-1.68579867,-0.39887406,-0.02123827000000003,-2.24373738,-0.3343573899999997,-0.7147312100000001,-0.4857257600000004,-3.404591610000003,-2.12122446,-2.2213004400000007,-0.7536068700000003,-0.036039889999999984,-0.68421726,-0.16963527000000006,-2.5339569699999993,0.4870173,-2.4645517700000004,-3.6269689300000016,-3.7038256200000057,-1.1369971299999997,-1.1531170099999997,-1.282244649999999,-0.30608539000000023,1
104,606.0,8.73654,0.4083,1.30152,0.572294,1.95006,4.72876,0.9242549999999999,14.5682,0.517213,6921.5,0.45048,0.106101,0.120849,0.0,0.0,0.957427108,0.30910086600000003,0.0350306078051602,3.92083295,1.386835,8.46485,-5.16217,1.165507,-0.69,2.631677,0.60359,-0.539329,-0.65978,0.410855,1.463754,-0.33373200000000003,0.36328699999999997,-0.42767200000000005,1.497806,-0.8592110000000001,-0.6648229999999999,-0.303501,0.954902,0.795142,0.531662,-1.0415219999999998,1.297834,2.686582,0.380054,1.059282,-0.591849,-6.6438559999999995,2
105,2317.0,141.56503,-0.7345,0.0,0.0102511,71.5396,0.0669868,0.014306799999999998,0.105563,0.0,0.0128524,0.0,0.0,0.0593256,0.0,0.0,0.0,0.11190837599999999,3.28540807222054e-10,2.89366853,-1.177008,6.340380000000001,0.10334966000000004,-0.92117529,-0.6,-2.6373663200000004,-0.26755098999999993,-0.51099298,-1.88369339,-0.6232484100000001,0.09106403000000003,2.8444439999999998,-3.942517430000008,-2.3027606200000004,-0.02736108999999998,1.51176,-0.5432478899999996,0.07855180999999993,0.8643482900000008,-3.213957370000003,-0.2325978600000001,-2.411192310000001,-3.188226930000001,-4.134681710000007,-0.01968196000000001,1.7980099999999999,-2.4504056599999995,-0.6133992500000002,1
106,224.0,2760.21963,-0.324,0.0902374,2.52129,17.4681,2.66735,2.44539,0.9871030000000001,0.273204,1673.18,0.73397,0.10613099999999999,0.0880692,0.0,0.0,0.957427108,0.506795704,0.6723067310671291,1.96359409,1.397437,7.1103,2.948177,2.367092,-0.8394000000000007,1.14058,1.016834,1.4935829999999999,1.253588,1.199714,0.991508,1.975555,1.331192,0.7732100000000001,1.8524740000000002,1.848616,1.8446900000000002,1.304439,1.058942,1.042125,1.9740360000000001,0.8176140000000001,1.643843,0.944593,0.8231709999999999,1.092386,2.036873,4.3138510000000005,2
107,96.0,269.5604,-0.3323,23.7911,69.4841,332.028,20.1257,64.2761,33.6985,5.34629,74.6985,23.0163,20.39,1.6826299999999998,0.451842443,0.0,0.0,0.146139458,3.8968187506163296e-11,2.32162457,0.39718400000000004,5.96149,0.182789,-0.42418900000000004,-0.31,-1.023923,-0.10983,-0.379826,-0.16355799999999998,0.55206,0.311363,-0.30250900000000003,0.8393360000000001,0.7685109999999999,0.27424899999999997,0.077239,-0.082523,0.09120299999999999,0.325818,-1.208284,1.415915,-0.144926,-1.650541,-0.68478,0.174949,-0.375365,-0.42945,-0.161967,3
108,212.0,378.83872,0.3776,0.0,0.0651891,13.2527,0.00383093,0.0,0.0750059,0.0206248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11190837599999999,2.5376860114842097e-10,3.8669160000000002,-6.6438559999999995,8.0100145,-0.4696007999999998,1.0572,0.71,-2.5207204899999995,-0.5650256799999998,-2.312935299999999,-1.1656842800000002,-0.6161612399999998,1.453106,0.989182,-4.351180910000006,-3.293333920000003,-2.000968760000001,1.0823399999999999,-1.555000420000001,-0.8990338099999999,-3.0056659300000006,-3.3164182700000038,-0.4240637800000001,-2.677481930000001,-3.591130630000003,-3.7708522200000063,0.800651,-3.172733,-2.1759954099999987,-1.9570938700000005,1
109,282.0,21.66294,-0.28300000000000003,8.018369999999999,22.3868,7.430439999999999,29.8695,43.4933,125.666,27.2983,29.6193,10.9072,36.8842,26.3634,0.0,0.0,0.0,0.17792584,1.84813920683629e-05,4.405116275,0.24784299999999998,6.927810000000001,0.107895,-0.350877,-0.29,0.140747,0.097662,0.143353,0.13634300000000002,0.27634899999999996,0.093473,-0.159856,0.399353,0.182909,0.168244,-0.141425,0.23171,0.109867,0.13683900000000002,0.29626199999999997,0.140543,0.171431,-0.20699299999999998,0.36411,0.07348400000000001,0.103171,0.258128,0.119006,2
